feature_id	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood
expr::RB1	22.742200	20.699900	16.709700	17.450100	22.557300	20.767300	15.040800	6.361260	7.423620	7.144450	18.288000	14.086300	6.589700	9.073950	6.742360	8.815650	7.308250	5.824760	16.011000	8.853480	18.816100	22.197600	64.369200	18.770600	18.799600	15.046600	11.645200	9.009520	7.088040	6.436450	14.473300	22.991600	14.514900	17.259600	7.804650	6.487480	7.033940	10.699300	3.884710	2.874380	4.002100	17.946300	23.211400	17.473100	12.552200	25.813000	15.125800	4.069750	3.093760	8.183610	3.700490	11.642000	14.795100	9.405470	10.288000	14.234300	19.910300	14.353300	19.708500	9.121680	7.916780	4.794330	9.387500	11.539900	20.975600	20.063600	21.384100	7.541720
expr::RBM10	43.867800	42.023900	40.314100	50.059900	47.780900	49.779400	60.905300	25.596800	28.816800	29.646000	108.568000	108.320000	38.609600	36.557300	26.269800	30.147600	30.841700	26.218500	31.820900	25.126600	48.650800	48.638300	70.702500	71.067800	84.459700	55.057100	46.298600	40.390300	34.625000	45.979400	51.325300	51.541500	48.724300	82.318900	25.820700	19.014100	26.018200	54.089200	22.925100	20.620800	19.513700	46.237300	54.250600	40.168000	21.319800	72.806900	96.225600	22.287100	24.676500	34.773800	25.337700	79.952500	73.269700	47.930900	48.587700	48.526000	73.466400	49.994500	64.901800	36.873600	36.046100	28.192200	45.684300	31.213100	81.773700	84.015800	63.985800	37.825900
expr::RECQL4	3.309430	2.500650	2.349940	4.115720	4.457350	3.063040	5.030670	2.747000	3.978020	5.518830	23.632800	26.967300	7.016720	5.799550	3.208080	3.286030	5.323540	4.432370	3.298260	2.213390	3.803770	12.094900	37.328500	6.629880	6.065140	4.684500	6.462290	12.780300	12.730300	7.259850	3.812170	13.588300	3.698240	6.192150	1.316370	0.948621	2.150180	3.960750	1.850680	2.114690	1.678440	3.775900	4.069790	4.715540	0.751323	10.680800	6.264720	1.939020	4.459990	3.449550	2.852250	6.335120	10.633600	7.019920	6.712310	7.493000	18.301100	14.975700	9.559460	3.687460	4.262500	3.362780	4.095470	56.353900	8.382800	6.828610	6.557520	2.125440
expr::RELA	90.367600	76.863500	42.307900	112.701000	93.388000	119.506000	85.861100	15.951100	14.975300	17.840300	36.717200	44.773600	22.961600	17.003500	16.012400	17.120900	16.732400	15.628900	26.173300	18.312800	88.330600	61.764100	59.618900	82.178200	102.767000	83.893800	57.335300	39.158900	29.878900	63.813800	84.572700	63.032000	81.705800	98.521600	31.172700	20.083100	32.103900	48.587100	31.675800	28.098100	28.252800	84.501200	101.849000	64.750300	42.359700	105.153000	100.195000	23.678200	21.296600	23.709600	22.821500	46.191900	83.129600	75.919700	82.321900	61.180200	79.412200	51.932700	81.881500	49.776700	47.410000	34.754800	76.615400	41.186500	77.417000	110.838000	89.835400	59.589100
expr::RET	0.957813	1.170660	1.094970	0.183266	0.478527	0.129805	0.642692	0.678517	1.957020	0.512963	2.673150	3.966940	2.623670	3.575680	0.633180	3.794120	0.722561	0.420833	0.631128	4.744090	0.979135	0.056037	0.035080	1.280320	1.514240	3.993840	1.944320	0.764291	0.296170	2.152740	1.762730	0.242963	1.890870	0.953809	0.197443	0.306212	0.519745	0.617893	0.782777	1.496000	1.470170	1.263390	0.471274	0.749706	0.408183	0.459033	0.656788	0.420139	0.241240	1.124800	0.302052	4.610240	1.442070	0.677302	0.631328	1.112100	0.419196	0.595495	0.186563	1.792130	1.667260	1.095500	2.272730	3.143970	0.947677	0.970951	1.360560	0.125380
expr::RHEB	76.319600	81.134600	70.898000	92.078500	84.370000	97.922700	81.677600	55.808600	75.657100	65.427900	60.482100	50.591800	64.297300	93.057600	56.096000	65.750200	65.287000	56.003000	48.529600	56.013900	74.933400	94.505200	32.472800	57.499400	75.008600	94.593500	49.612200	44.550200	24.785400	73.900600	93.908500	42.321400	103.922000	91.003000	46.418000	31.813800	36.800100	43.863800	24.974900	29.349800	37.518200	58.838000	79.456800	45.342200	58.598700	98.913500	73.675800	23.670900	23.604700	44.722100	26.226300	62.385300	66.370100	46.113300	44.749500	36.370300	30.917500	41.036500	46.421700	33.975900	49.192100	23.407300	148.786000	42.244800	73.269100	99.177500	61.462800	11.257600
expr::RHOA	372.201000	295.645000	206.082000	443.698000	428.484000	532.389000	241.766000	86.076300	82.694600	82.256800	100.017000	96.901700	84.715700	90.841700	77.726400	93.585900	79.548200	77.646100	204.371000	118.804000	299.862000	398.997000	336.129000	234.855000	269.047000	243.359000	195.133000	167.539000	124.248000	181.173000	288.575000	209.031000	283.311000	288.364000	105.049000	73.956700	110.427000	155.554000	50.688100	59.094800	68.070500	213.860000	367.703000	170.220000	107.972000	399.610000	289.912000	59.803100	45.654000	120.715000	53.763000	143.007000	177.501000	198.932000	221.440000	187.892000	178.079000	170.617000	244.561000	151.729000	124.097000	87.750500	222.153000	108.434000	277.522000	308.617000	247.299000	349.052000
expr::RICTOR	15.941400	11.937500	6.722320	15.780100	14.938100	19.761300	13.585700	4.058660	4.288500	4.443690	20.233100	20.086200	5.477430	6.330500	5.787160	5.490000	4.498650	3.811080	10.887500	5.466000	15.169400	11.825800	15.285300	13.453300	18.377800	14.135100	10.070400	6.616370	7.146140	11.112500	14.047600	8.324180	12.634800	16.856000	6.421610	4.915890	4.201580	6.431050	4.069520	3.508860	2.668490	17.304900	20.486000	11.000100	9.395920	23.144100	19.840900	4.549170	4.475580	9.646680	3.543200	10.967600	12.030200	15.314800	15.589000	13.546400	29.527200	12.458100	15.044100	8.544030	7.261900	4.964800	10.636200	11.895200	16.542200	24.132300	15.721200	7.401390
expr::RIT1	21.068800	20.691800	13.453400	25.790200	24.326600	20.806200	23.807800	6.206760	6.182810	7.660680	10.810400	9.849040	6.208130	6.907750	5.843720	8.955170	7.267060	6.536190	10.115300	8.649030	19.926400	16.262400	26.347200	27.008800	21.746200	18.093100	13.839900	12.717500	10.522900	18.020200	17.003700	32.070600	16.867000	19.124800	8.314840	5.839880	13.567000	15.610600	4.399320	4.708100	4.375050	31.334700	32.963800	15.213600	4.462510	22.307000	17.145200	4.361260	4.794920	10.487700	4.953470	15.797300	19.137600	16.259600	15.954400	16.040200	22.133400	16.314700	29.420000	16.988500	17.320200	14.113800	17.699600	15.921200	18.885400	20.740400	29.878900	32.605600
expr::RNF43	0.069936	0.096122	11.173200	0.237239	0.134732	0.109797	1.550500	0.837668	1.466650	1.249530	14.186200	14.858600	2.153130	1.640600	0.781657	0.314563	0.518805	1.615410	0.211758	0.205469	3.038090	0.018182	1.716380	5.096050	1.269160	0.404294	11.390600	13.589800	17.048600	0.959602	0.188208	10.775300	0.204038	2.783160	1.479130	1.463980	2.635500	6.367590	4.265870	4.516940	4.075090	2.124690	3.556010	8.725760	0.076524	0.363680	0.923774	4.208410	4.439970	5.765920	4.306030	6.399870	14.278700	13.926900	15.034200	11.814100	2.855920	11.224800	0.696183	4.511730	4.923460	5.132240	0.205718	6.146120	2.314960	0.972350	7.728660	0.201495
expr::ROS1	0.009336	0.009615	0.000000	0.000000	0.004530	0.006719	0.004590	0.005844	0.148062	0.000000	0.009104	0.010143	1.087250	0.974716	0.006470	0.006880	0.000000	0.000000	0.000000	0.000000	0.002949	2.708390	0.013619	0.003415	0.005177	0.000000	0.088533	0.265700	0.267803	0.019534	0.000000	0.000000	0.000000	0.015734	0.010458	0.007667	0.062859	0.248773	0.015703	0.003748	0.000000	0.569143	12.961100	0.011500	0.035508	0.014058	0.000000	0.013692	0.006845	0.006706	0.007291	0.084887	0.012247	0.107623	0.023968	0.075932	0.000000	0.058529	0.000000	0.049074	0.042060	0.059677	0.000000	1.052400	0.000000	0.000000	0.000000	0.000000
expr::RPS6KA4	29.574300	27.816100	20.231900	34.952900	37.469800	33.856900	33.398100	21.611500	31.603800	26.308500	125.186000	130.412000	36.546200	34.046300	16.028100	19.752100	31.394600	23.054800	21.984300	16.996000	26.281700	48.661600	29.402800	35.736500	39.883100	28.274600	28.652300	34.762000	27.014600	26.144200	25.360000	50.569000	27.043600	32.559900	11.822500	10.408800	13.307400	21.050600	9.113150	10.713900	10.959700	41.208300	40.748600	22.515000	13.087800	38.373200	20.030100	9.319100	9.331380	11.721300	10.387900	14.242300	28.864300	41.740100	43.084500	32.507800	45.593200	39.973900	52.276600	22.104900	24.412300	20.573200	21.275600	9.082500	27.314400	35.117600	33.174000	20.225600
expr::RPTOR	8.972900	7.599110	9.248080	11.442000	11.393100	15.914900	16.478400	7.291420	9.455460	6.239540	12.879700	14.716200	12.735300	11.435800	6.479090	7.279150	7.427080	5.548340	5.517760	5.355650	8.359440	14.787800	11.885300	7.675390	13.582000	18.768900	8.685460	7.246430	4.419770	16.314100	16.881400	7.617800	18.415800	14.706300	5.820170	4.873950	4.062760	6.755920	3.819230	3.553860	3.782890	5.981320	10.498800	6.985780	13.748000	11.846200	11.600200	3.158820	2.162430	5.824820	2.586590	13.956700	12.126700	11.120500	14.026500	8.719110	8.430090	7.748850	9.527050	7.047740	6.495260	4.548930	12.224400	11.682500	10.081200	18.001900	8.401020	2.327680
expr::RRAS2	19.763000	17.964300	9.207350	21.357100	14.778700	15.381500	15.138500	4.056490	4.018910	4.028800	5.982640	5.893670	3.658630	4.021160	3.736130	5.327820	4.341620	2.902570	3.171680	3.686030	17.133800	69.278900	43.245000	12.673600	16.139900	15.206900	12.500700	12.178500	9.745320	9.078100	14.455200	10.075900	15.313300	13.236400	9.177490	7.641500	10.272300	11.963400	10.251800	8.897890	10.436600	18.468400	22.492100	11.891000	13.564700	16.144200	19.519000	5.577360	4.771430	4.570340	5.570720	7.112390	16.631000	8.474450	9.836840	17.235000	14.134200	18.082300	12.660800	10.025200	11.939300	8.104750	18.621700	19.726700	19.126100	18.918500	13.594300	1.665220
expr::RUNX1	9.500540	8.979870	1.980940	6.960410	9.125080	5.306950	7.782180	0.390134	0.360579	0.617799	0.176417	0.217876	0.272194	0.262066	0.420182	0.558933	0.581099	0.447779	1.176690	0.595267	18.491100	20.217400	3.838040	8.878010	4.021260	2.562490	4.296140	3.646290	3.841250	1.565800	1.187420	6.020620	1.228200	2.350750	1.810910	0.526649	1.196750	1.434470	1.456780	1.117840	1.306610	14.213800	19.498900	31.830700	4.276690	13.615800	4.856090	1.046240	0.480738	0.860015	0.822322	3.035780	10.225100	7.547000	8.547700	5.224490	6.158810	4.367510	8.801490	6.533070	5.874580	5.550790	1.608010	2.192900	4.198320	1.359190	11.449800	6.903160
expr::RUNX1T1	9.599370	5.031220	1.266880	4.376470	5.595290	6.529340	5.669950	1.787520	3.259520	3.075000	36.290700	28.722400	3.273780	4.589460	1.900590	2.463940	4.054150	2.256420	1.287620	1.659960	6.775570	8.120990	0.006861	7.152080	12.285900	9.370310	3.933250	1.974400	0.663505	7.575700	7.746610	1.087020	6.692030	9.080500	2.493760	2.403240	0.724514	1.842550	0.253644	0.087091	0.146437	3.221740	4.816380	1.820990	1.180300	14.239800	4.136970	0.410415	0.317249	3.132240	0.474176	4.314930	3.126670	2.461810	2.920440	2.577240	1.534910	1.491650	1.645120	1.634320	1.490120	0.551971	5.321120	3.697450	5.986200	10.456800	5.115460	0.015144
expr::RXRA	61.157200	49.150400	48.716600	39.924900	38.979100	44.794200	57.383300	24.808200	22.975200	19.191000	10.787700	14.285600	26.346900	23.465700	16.570100	19.982400	19.187700	15.803600	13.134300	18.934000	46.380300	26.273300	20.178800	46.941600	52.239100	40.468300	33.088600	32.473100	25.325400	34.630100	50.672500	53.290900	44.299400	50.977600	18.873700	17.250800	20.407000	29.279000	68.622700	95.462200	82.570900	43.968400	41.556300	24.843900	85.125000	56.244800	55.138200	15.153100	11.710300	33.503400	13.907700	50.939700	40.311700	94.707900	104.760000	35.582800	14.050800	25.297300	59.465000	26.004200	25.217700	16.624500	50.972600	19.912700	56.888000	53.540700	44.622500	81.567700
expr::SDHA	94.704300	78.524700	156.393000	85.601600	75.366900	98.381300	102.693000	46.640800	59.960300	49.309600	134.540000	118.219000	83.791900	97.334000	44.409800	53.638300	50.256500	46.206600	56.470500	55.267600	86.845000	126.193000	160.647000	89.617700	93.178900	99.378300	125.469000	167.250000	154.839000	73.989000	107.755000	65.206300	116.716000	96.872300	186.512000	272.954000	75.769000	120.076000	99.608700	82.570600	112.104000	65.001800	88.631500	74.461900	219.249000	102.535000	108.342000	28.766000	25.551600	33.278900	32.578100	60.229200	63.543900	69.447100	75.265700	109.828000	72.726800	122.485000	83.210200	96.316200	108.863000	94.976700	64.293100	92.669800	81.971300	93.848400	86.544900	28.131700
expr::SDHAF2	40.563400	36.040100	39.840300	37.228900	37.000500	36.934500	36.347200	15.697000	19.831900	18.236500	27.327100	26.222600	22.751000	25.754100	13.614000	25.631600	19.927400	16.454400	22.511400	18.555100	39.825800	43.143900	53.572000	37.923600	45.773700	35.002400	30.381600	38.836900	31.863000	38.717300	35.270200	31.015400	34.136700	44.842900	23.627400	20.798400	20.956700	35.729600	21.675600	30.697100	30.858400	51.692500	37.778100	29.065700	27.519100	40.853000	41.878400	11.578600	13.274300	42.193300	15.340700	56.128400	40.996900	32.230700	34.146500	35.938500	60.531200	46.012400	47.323500	28.084600	34.683800	29.794200	45.389100	40.945000	46.381200	45.347300	34.003800	32.540500
expr::SESN2	16.148700	17.933100	10.092000	13.938400	13.181200	11.654000	14.003600	5.454380	7.793230	5.660280	13.857400	14.466100	10.751300	10.503400	5.191790	7.727700	6.689830	4.705410	3.816870	5.318650	15.005600	27.916300	37.163200	15.765100	17.100100	11.023300	14.454300	21.543600	18.629200	12.699000	12.017500	23.690200	11.078700	19.999700	3.903360	2.666000	15.442600	13.589000	17.940300	14.427600	12.818900	20.806400	20.112400	13.043700	4.921080	10.588000	52.055700	6.775740	5.824130	19.991700	7.763000	12.556900	13.237200	8.742080	9.827300	14.248900	8.204930	15.369500	12.845400	10.905400	9.573440	7.129850	16.394200	27.183000	10.678400	20.430700	15.207300	18.337700
expr::SETD2	23.639300	18.729800	14.659000	23.273400	22.142600	29.811200	26.186300	6.836710	6.961940	8.188790	34.190500	31.704900	9.570590	9.476280	7.679320	8.569630	8.421470	7.172720	11.262700	7.988960	22.384200	22.177300	35.078600	27.547400	31.781500	27.372500	18.769900	14.979400	11.251100	18.388800	22.927400	16.705500	22.683400	29.194300	8.298220	5.648580	9.060270	19.543100	8.092260	7.769440	8.314190	16.456400	24.852600	18.753700	15.558400	28.866400	32.413900	8.199700	6.752730	10.449500	7.024720	20.187500	23.047500	24.835300	24.917900	22.275200	31.296900	20.300600	21.534900	14.284000	13.587700	9.003820	16.447100	31.017200	31.715500	34.297900	25.290000	9.177070
expr::SF3B1	142.830000	110.682000	93.527200	154.849000	129.117000	145.390000	132.921000	28.584400	29.494800	34.226000	118.139000	117.104000	44.359600	39.698400	31.580800	34.763600	34.344200	29.978400	51.910800	36.443500	137.015000	140.666000	149.529000	146.300000	229.696000	126.040000	104.367000	84.557800	77.313800	106.441000	126.942000	80.556700	111.878000	176.366000	47.960600	33.785900	48.858900	82.406700	41.794000	34.558500	32.814000	144.423000	137.559000	121.141000	54.731300	181.174000	206.935000	56.529300	65.891800	82.395600	51.422900	112.668000	129.550000	108.339000	105.014000	145.321000	364.060000	150.804000	198.306000	88.521700	86.967400	66.234900	107.200000	83.348200	154.633000	213.472000	136.413000	49.710200
expr::SFPQ	122.433000	111.233000	77.621900	100.087000	104.872000	106.759000	110.712000	39.855000	44.154500	44.549100	178.001000	164.719000	48.242400	55.931600	41.647600	48.964900	50.734700	37.305200	57.464000	41.686200	128.186000	148.599000	186.918000	134.561000	171.664000	99.270600	88.045100	67.195200	68.221200	83.100000	96.356700	89.129500	87.862100	180.624000	46.188800	29.724600	42.258600	84.407900	34.084600	34.288400	26.818900	157.606000	112.639000	107.649000	44.746800	189.122000	229.271000	47.165000	55.183500	65.392000	48.060000	110.284000	121.542000	135.442000	141.730000	100.724000	156.986000	96.468300	121.789000	76.744000	69.091200	50.758400	96.098200	116.891000	136.075000	172.556000	123.332000	33.754900
expr::SLC34A2	0.074418	0.138092	0.032625	0.062082	0.060199	0.042359	0.041050	0.047919	0.059937	0.038621	1.410650	1.540990	0.078235	0.053721	0.038169	0.060469	0.036594	0.025701	0.033550	0.024721	2.491820	0.015816	0.069910	0.084000	2.471690	0.063090	0.051170	0.014701	0.012306	0.016970	0.053797	0.283096	0.049433	6.044210	0.038532	0.027996	9.077380	4.534030	0.435498	0.137831	0.439302	19.223400	301.701000	66.326200	0.029178	0.236945	0.121472	2.812280	1.819690	0.411121	2.011170	0.482222	0.302828	1.315760	2.153390	1.019510	0.165052	1.810630	0.074865	0.109474	0.089073	0.063578	0.002461	4.428340	22.780200	0.154696	0.071546	0.033772
expr::SMAD2	6.776130	5.359100	4.945440	6.644350	5.760070	6.910570	5.910670	2.432940	2.658350	2.221910	3.355030	3.130390	2.414360	2.905020	2.297330	3.117030	2.411310	1.889490	4.476300	3.095960	6.067420	6.054540	6.839010	5.446470	5.930230	6.549880	4.424190	4.292340	3.139350	5.359320	5.269260	4.237530	5.497430	5.868300	2.431960	1.585810	2.371470	3.462730	1.277580	1.488530	1.508320	5.741290	6.407230	4.683700	2.314640	8.113030	6.965030	1.550770	1.381120	2.595600	1.519160	3.860420	4.813140	5.519670	5.937740	4.165490	4.748730	4.213670	4.909330	3.389890	3.513390	2.516970	4.650400	5.877210	9.435850	6.405230	5.925400	2.115350
expr::SMAD3	43.132300	33.917200	6.524410	38.952700	30.203400	27.750600	45.683200	9.262690	10.921000	13.766500	3.594450	5.596610	14.356200	12.764500	7.151910	5.555920	12.298800	11.022100	5.100190	6.193740	31.813600	55.453500	23.238100	42.052900	51.521200	20.686700	18.169900	14.867800	14.093400	12.600300	21.939000	39.421400	21.116600	39.508700	18.396900	6.896480	15.409200	26.876000	9.724420	8.123440	7.191990	29.664900	32.672600	19.499200	27.018700	29.062100	48.656000	9.484250	8.397860	3.352650	8.530060	22.531000	39.394700	27.677800	27.342600	27.973900	39.645900	25.754000	22.175900	16.102800	13.876200	10.688600	11.169500	6.977510	56.429300	45.443900	49.404800	4.244590
expr::SMAD4	25.503500	19.806800	14.491200	24.524500	24.438200	31.125900	25.768400	6.352790	6.566470	7.492010	32.430900	29.300200	7.393680	7.625280	6.493200	7.456720	8.249890	6.202810	8.937400	6.414460	23.620800	24.115000	17.112700	24.911700	35.335400	28.292000	18.607000	15.305900	11.826700	24.684000	27.082100	12.875100	27.656500	31.242000	10.415300	7.678050	9.127720	14.196600	9.298990	8.211150	7.932460	24.669100	25.411800	20.858300	18.619500	32.873300	35.720900	8.692030	8.667070	14.932700	7.435670	21.812400	27.047000	19.748000	19.955700	20.725100	25.197000	17.282100	19.632200	15.504700	14.294900	10.416400	19.642900	17.492300	31.623100	38.747800	24.023300	5.778870
expr::SMARCA4	16.589500	15.933200	17.542300	18.375700	17.823900	19.624100	22.011800	13.695100	19.478400	13.765600	39.881000	39.312700	24.631100	24.182500	12.798800	16.579100	16.540100	12.049500	15.583900	13.411400	20.051500	31.543400	42.201500	28.370100	27.658800	18.620900	17.599600	14.902700	12.548100	11.694800	17.101500	35.541600	17.478200	26.477500	8.782710	6.792850	13.847400	30.577500	5.386960	5.355450	6.107100	14.071300	25.911800	25.510400	11.636100	23.576900	24.651400	7.728760	5.575420	12.006200	6.746570	24.986700	25.763000	33.451100	32.109000	18.086800	17.911400	16.290700	21.486700	15.246100	12.353300	9.840800	11.647200	50.235800	30.790000	24.983100	29.381800	6.092680
expr::SMARCB1	32.999800	29.527000	35.815100	32.462700	32.449800	34.881200	35.712500	20.862400	24.336100	22.846800	73.319700	70.649600	29.835100	30.189800	19.358900	26.422200	25.457200	19.115400	26.404600	20.969400	37.644700	60.080500	106.979000	51.964600	60.927400	29.645900	32.283700	31.640400	28.730300	23.373000	27.940000	37.509600	27.737200	46.498100	19.220500	14.238000	23.881900	32.763600	13.126900	12.163900	13.923500	30.700900	35.146600	37.085100	18.594300	44.826900	71.122000	16.033200	13.418900	29.851200	14.975700	49.394300	39.359400	41.418900	43.038900	39.496800	94.561000	51.406500	50.081200	27.283500	23.204000	20.006500	24.402800	83.630300	49.737800	48.972800	42.190500	15.753000
expr::SMARCD1	46.774900	37.986500	37.942700	42.967000	43.259500	42.267400	42.599400	15.657900	18.626800	23.164300	52.281700	54.861300	25.930800	23.605300	17.017400	18.217200	24.029400	20.797300	26.439700	16.382900	46.849200	43.699800	67.730500	45.259200	58.023600	39.366700	32.081300	28.790300	25.643300	36.983500	39.324300	35.354900	36.900700	51.070600	13.633100	10.198800	25.558800	38.545000	13.679200	15.169600	13.016500	49.015800	42.433800	38.437000	12.292800	55.719700	54.727700	14.907300	15.297400	26.850100	14.384400	40.475500	47.611700	38.111200	39.059500	42.147100	74.803800	42.856800	55.835600	26.867500	26.706800	21.211700	38.573400	55.843200	63.031700	61.085900	43.575000	19.558300
expr::SMO	5.722340	7.585040	7.538410	18.296100	11.595000	6.394350	16.301500	5.147020	5.453180	5.773050	6.381180	9.434750	5.599790	4.539380	3.996480	5.170170	5.930360	4.496700	3.137590	5.447140	9.463810	7.440100	4.896410	41.550000	64.598000	15.964600	8.320510	5.043870	2.056610	15.263300	17.581200	15.389000	15.923500	35.687700	6.575510	3.181420	12.054600	24.205000	13.467700	11.325000	12.407900	9.010790	6.170360	16.905100	2.065960	32.163500	56.233100	3.605400	4.771070	1.862740	4.368680	35.508000	36.180000	22.052000	19.259700	8.563740	8.527760	7.876040	4.613530	6.441760	6.353620	3.545730	15.084200	11.824200	18.775500	47.445000	31.382100	0.103416
expr::SOCS1	7.087330	7.766410	2.719940	3.814790	3.133350	1.338570	8.040410	0.533294	0.481535	0.646298	6.225430	6.896090	0.548690	0.437538	0.434986	0.813464	0.718166	0.549821	0.695735	0.523452	6.307640	1.850180	34.276100	13.926900	19.461600	2.502610	4.370410	5.625570	5.408930	4.558430	5.351790	4.152930	4.323410	6.271720	1.396610	1.325260	7.927890	11.741700	3.427720	18.986200	14.974600	35.993900	12.145100	4.734000	0.855443	3.175360	9.873200	1.037240	1.357860	1.507610	1.534850	15.860700	6.575470	4.875920	5.928830	11.962100	54.433000	22.446800	21.769200	6.545260	7.580820	6.562920	8.740170	10.869400	5.573690	4.703140	7.694050	5.964510
expr::SOS1	21.255300	14.217500	7.549590	19.383500	17.306000	21.025200	17.735200	4.096520	5.001920	5.518620	14.932400	14.466900	5.557380	6.048020	4.932470	6.029170	5.418560	4.472590	7.249040	5.174540	15.101400	12.753800	10.494700	14.172800	19.496700	14.249200	10.252700	7.737070	6.721800	7.775190	16.952500	10.022000	16.393300	17.296100	4.960520	4.141100	4.990200	8.154460	3.899020	3.233710	3.353760	11.727500	13.028900	10.752400	8.470850	18.412600	24.881700	3.531390	3.247420	5.570530	2.702480	11.110400	14.700000	10.231500	11.637700	13.410300	16.861800	12.008900	11.898800	10.108600	9.016200	6.517770	10.509600	11.364000	17.393200	20.876900	15.197200	2.648000
expr::SOX17	45.883300	71.202300	1.633690	7.878610	18.056900	11.226000	11.935400	1.525580	1.528880	1.935090	1.072210	1.523790	2.182330	1.845130	1.918310	1.956690	1.601870	2.252120	2.570860	2.725120	49.441800	0.053632	0.000000	9.415710	22.415600	11.433500	5.571320	3.033860	0.681270	5.711010	13.966400	3.823430	13.330400	58.649700	6.993930	7.834880	2.170360	14.835100	0.718262	0.244085	0.546984	10.805600	17.376700	5.356140	6.676970	52.020400	6.034480	1.113280	0.542917	0.492437	0.916745	3.633120	8.090740	6.400260	7.676740	5.371120	1.722860	4.612430	23.896500	4.824410	5.079600	1.530660	14.470800	7.878460	11.766300	30.797600	12.669300	0.050516
expr::SPOP	34.912200	27.920700	21.083400	62.464200	49.202000	77.534000	51.639200	15.821800	18.121900	20.442900	58.313800	49.807700	22.886800	24.899700	15.822600	19.092500	17.644900	17.800000	19.941400	14.969800	32.064100	31.414700	35.848400	37.381200	57.772000	102.417000	40.700100	28.337700	14.483200	79.290700	66.997200	20.928400	75.217500	58.709900	16.855700	11.662800	11.814100	19.017900	12.096300	13.034900	13.568300	28.076800	37.704500	22.764200	18.544900	41.345000	43.315800	9.274540	8.804800	18.018700	9.357510	30.194800	49.697100	21.491800	23.974600	27.548900	32.789400	24.757900	28.639700	19.636000	26.366400	11.806100	75.384200	19.086100	37.563500	63.321400	39.371000	12.746100
expr::SPRED1	18.741700	18.255500	7.019280	19.508000	17.595200	17.857700	9.379180	14.014000	15.106600	16.103100	9.933790	10.885000	14.544300	16.350700	12.589700	12.117400	20.812500	14.053600	16.342500	11.903800	15.175600	27.767500	1.450710	12.783400	15.413500	9.457090	9.226080	6.478240	5.500710	4.420910	9.439980	5.886720	9.182520	11.993300	5.534710	3.255810	5.327520	5.062850	2.017380	1.328350	1.571070	18.831800	23.431400	9.966920	2.024510	20.943200	14.746500	2.242880	1.641510	2.733900	1.994100	7.058010	10.741700	7.555630	8.364760	8.675930	4.098870	6.603100	7.896970	6.283400	5.733480	2.789980	6.172070	7.622330	32.319600	16.042800	14.508500	0.256947
expr::SRSF2	176.441000	189.734000	136.208000	184.714000	186.010000	173.773000	155.289000	56.167600	65.216500	63.030600	180.292000	190.804000	78.649200	81.913300	60.130600	77.256200	69.554900	54.207900	95.746700	66.322500	193.142000	184.388000	309.234000	203.798000	229.409000	165.985000	167.572000	149.607000	173.000000	152.895000	160.040000	194.513000	147.144000	231.309000	77.999000	56.430400	94.913100	162.241000	90.151500	97.157000	87.410900	366.639000	220.628000	159.170000	63.980100	234.549000	244.758000	65.548600	84.350300	108.177000	65.935100	186.813000	192.133000	193.826000	167.334000	198.905000	404.294000	242.404000	267.631000	135.235000	135.013000	107.940000	158.827000	170.521000	269.156000	259.702000	223.164000	64.169300
